"","StateVar","replID","treatment","timeID","timeAfterExposure","dose_uM","dose_uMadj","timepoints","data4modelInterpol","data4modelReal","timeID_orig"
"253","NRF2",1,"THAP",1,NA,1e-06,1e-06,0,NA,NA,NA
"254","NRF2",1,"THAP",2,NA,1e-06,1e-06,1,NA,NA,NA
"255","NRF2",1,"THAP",3,NA,1e-06,1e-06,2,NA,NA,NA
"256","NRF2",1,"THAP",4,3.1,1e-06,1e-06,3,0.551856566061334,0.555430406920965,1
"257","NRF2",1,"THAP",5,NA,1e-06,1e-06,4,0.583500664721677,NA,NA
"258","NRF2",1,"THAP",6,5.1,1e-06,1e-06,5,0.584810925296755,0.581976525227802,2
"259","NRF2",1,"THAP",7,NA,1e-06,1e-06,6,0.537761461481905,NA,NA
"260","NRF2",1,"THAP",8,7.1,1e-06,1e-06,7,0.509057525590484,0.510861868846132,3
"261","NRF2",1,"THAP",9,NA,1e-06,1e-06,8,0.56742607295657,NA,NA
"262","NRF2",1,"THAP",10,9.1,1e-06,1e-06,9,0.638304028333194,0.641352873461611,4
"263","NRF2",1,"THAP",11,NA,1e-06,1e-06,10,0.623910968675722,NA,NA
"264","NRF2",1,"THAP",12,11.1,1e-06,1e-06,11,0.561722835710241,0.5560705403204,5
"265","NRF2",1,"THAP",13,NA,1e-06,1e-06,12,0.526016755697132,NA,NA
"266","NRF2",1,"THAP",14,13.1,1e-06,1e-06,13,0.543880084279695,0.549043912391388,6
"267","NRF2",1,"THAP",15,NA,1e-06,1e-06,14,0.614008723404525,NA,NA
"268","NRF2",1,"THAP",16,15.1,1e-06,1e-06,15,0.667485577579649,0.66838848226787,7
"269","NRF2",1,"THAP",17,NA,1e-06,1e-06,16,0.636269523176329,NA,NA
"270","NRF2",1,"THAP",18,17.1,1e-06,1e-06,17,0.580094488971903,0.577059268241382,8
"271","NRF2",1,"THAP",19,NA,1e-06,1e-06,18,0.579058157414137,NA,NA
"272","NRF2",1,"THAP",20,19.1,1e-06,1e-06,19,0.590813303065314,0.589475553091496,9
"273","NRF2",1,"THAP",21,NA,1e-06,1e-06,20,0.552849277749893,NA,NA
"274","NRF2",1,"THAP",22,21.1,1e-06,1e-06,21,0.516510550799106,0.516417979654354,10
"275","NRF2",1,"THAP",23,NA,1e-06,1e-06,22,0.551110864609886,NA,NA
"276","NRF2",1,"THAP",24,NA,1e-06,1e-06,23,0.61587745862144,NA,NA
"277","NRF2",1,"THAP",25,23.8,1e-06,1e-06,24,0.633226660689479,0.637108941530277,11
"278","NRF2",1,"THAP",26,NA,1e-06,1e-06,25,0.578113675914509,NA,NA
"279","NRF2",1,"THAP",27,25.8,1e-06,1e-06,26,0.542523726143046,0.543073188968357,12
